Name,Age,Hometown,Boarded,Destination,Lifeboat,Body, NoClue
"Silvey, Mrs. Alice (née Munger)",39,"Duluth, Minnesota, US",Cherbourg,"Duluth, Minnesota, US",11,
"Simonius-Blumer, Colonel Alfons",56,"Basel, Switzerland",Southampton,New York City,3,
"Sloper, Mr. William Thompson",28,"New Britain, Connecticut, US",Southampton,"New Britain, Connecticut, US",7,
"Smart, Mr. John Montgomery",56,"Kildale, North Yorkshire, England, UK",Southampton,New York City,,
"Smith, Mr. James Clinch",56,"Paris, France",Cherbourg,"Long Island, New York, US",,
"Smith, Mr. Lucien Philip",24,"Huntington, West Virginia, US",Cherbourg,"Huntington, West Virginia, US",,
"Smith, Mrs. Mary Eloise (née Hughes)[58][69]",18,"Huntington, West Virginia, US",Cherbourg,"Huntington, West Virginia, US",6,
"Smith, Mr. Richard William",57,"Streatham, London, England, UK",Southampton,New York City,,
"Snyder, Mr. John Pillsbury",24,"Minneapolis, Minnesota, US",Southampton,"Minneapolis, Minnesota, US",7,
"Snyder, Mrs. Nellie (née Stevenson)",23,"Minneapolis, Minnesota, US",Southampton,"Minneapolis, Minnesota, US",7,
"Spedden, Mr. Frederic Oakley",45,"Tuxedo Park, New York, US",Cherbourg,"Tuxedo Park, New York, US",3,
"Spedden, Mrs. Margaretta Corning (née Stone)",39,"Tuxedo Park, New York, US",Cherbourg,"Tuxedo Park, New York, US",3,
"and maid, Miss Helen Alice Wilson",31,"Tuxedo Park, New York, US",Cherbourg,"Tuxedo Park, New York, US",3,
"Spedden, Master Robert Douglas",6,"Tuxedo Park, New York, US",Cherbourg,"Tuxedo Park, New York, US",3,
"and nurse, Miss Elizabeth Margaret Burns",41,"Tuxedo Park, New York, US",Cherbourg,"Tuxedo Park, New York, US",3,
"Spencer, Mr. William Augustus",57,New York City,Cherbourg,New York City,,
"Spencer, Mrs. Marie Eugénie (née Demougeot)",45,New York City,Cherbourg,New York City,6,
"and maid, Miss Eugenie Elise Lurette",59,New York City,Cherbourg,New York City,6,
"Stähelin-Maeglin, Dr. Max",32,"Basel, Switzerland",Southampton,New York City,3,
"Stead, Mr. William Thomas",62,"London, England, UK",Southampton,New York City,,
"Stengel, Mr. Charles Emil Henry",54,"Newark, New Jersey, US",Cherbourg,"Newark, New Jersey, US",1,
"Stengel, Mrs. Annie May (née Morris)",44,"Newark, New Jersey, US",Cherbourg,"Newark, New Jersey, US",5,
"Stephenson, Mrs. Martha (née Eustis)",52,"Paris, France",Cherbourg,"Haverford, Pennsylvania, US",4,
"Stewart, Mr. Albert A.",54,"Cincinnati, Ohio, US",Cherbourg,"Gallipolis, Ohio, US",,
"Stone, Mrs. Martha Evelyn (née Stevens)",62,New York City,Southampton,New York City,6,
"and maid, Miss Amelie ""Amelia"" Icard",38,New York City,Southampton,New York City,6,
"Straus, Mr. Isidor",67,New York City,Southampton,New York City,,96MB
"and valet, Mr. John Farthing",57,New York City,Southampton,New York City,,
"Straus, Mrs. Rosalie Ida (née Blun)",63,New York City,Southampton,New York City,,
"and maid, Miss Ellen Bird",31,New York City,Southampton,New York City,8,
"Sutton, Mr. Frederick",61,"Haddonfield, New Jersey, US",Southampton,"Haddonfield, New Jersey, US",,46MB
"Swift, Mrs. Margaret Welles (née Barron)",46,New York City,Southampton,New York City,8,
"Taussig, Mr. Emil",52,New York City,Southampton,New York City,,
"Taussig, Mrs. Tillie (née Mandelbaum)",39,New York City,Southampton,New York City,8,
"Taussig, Miss Ruth",18,New York City,Southampton,New York City,8,
"Taylor, Mr. Elmer Zebley",48,"London, England, UK",Southampton,"East Orange, New Jersey, US",5,
"Taylor, Mrs. Juliet Cummins (née Wright)",48,"London, England, UK",Southampton,"East Orange, New Jersey, US",5,
"Thayer, Mr. John Borland II",49,"Haverford, Pennsylvania, US",Cherbourg,"Haverford, Pennsylvania, US",,
"Thayer, Mrs. Marian Longsteth (née Morris)",39,"Haverford, Pennsylvania, US",Cherbourg,"Haverford, Pennsylvania, US",4,
"and maid, Miss Margaret Fleming",42,"Haverford, Pennsylvania, US",Cherbourg,"Haverford, Pennsylvania, US",4,
"Thayer, Mr. John Borland ""Jack"" III",17,"Haverford, Pennsylvania, US",Cherbourg,"Haverford, Pennsylvania, US",B,
"Thorne, Mrs. Gertrude Maybelle (née McMinn)",37,"New York City, New York, US",Cherbourg,"New York City, New York, US",D,
"Tucker, Mr. Gilbert Milligan Jr.",31,"Albany, New York, US",Cherbourg,"Albany, New York, US",7,
"Uruchurtu, Don Manuel E.",40,"Mexico City, Mexico",Cherbourg,"Mexico City, Mexico",,
"Van der Hoef, Mr. Wyckoff",61,"Brooklyn, New York, US",Belfast,"Brooklyn, New York, US",,245MB
"Walker, Mr. William Anderson",48,"East Orange, New Jersey, US",Southampton,"East Orange, New Jersey, US",,
"Warren, Mr. Frank Manley",63,"Portland, Oregon, US",Cherbourg,"Portland, Oregon, US",,
"Warren, Mrs. Anna Sophia (née Atkinson)",60,"Portland, Oregon, US",Cherbourg,"Portland, Oregon, US",5,
"Weir, Colonel John",59,New York City,Southampton,New York City,,
"White, Mr. Percival Wayland",54,"Brunswick, Maine, US",Southampton,"Brunswick, Maine, US",,
"White, Mr. Richard Frasar",21,"Brunswick, Maine, US",Southampton,"Brunswick, Maine, US",,169MB
"White, Mrs. Ella (née Holmes)",55,New York City,Cherbourg,New York City,8,
"and maid, Miss Amelia Mayo ""Nellie"" Bessette",39,New York City,Cherbourg,New York City,8,
"and manservant, Mr. Sante Righini",22,New York City,Cherbourg,New York City,,232MB
"Wick, Colonel George Dennick",58,"Youngstown, Ohio, US",Southampton,"Youngstown, Ohio, US",,
"Wick, Mrs. Mary (née Hitchcock)",45,"Youngstown, Ohio, US",Southampton,"Youngstown, Ohio, US",8,
"Wick, Miss Mary Natalie",31,"Youngstown, Ohio, US",Southampton,"Youngstown, Ohio, US",8,
"Widener, Mr. George Dunton",50,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US",,
"and valet, Mr. Edwin Herbert Keeping",33,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US",,45MB
"Widener, Mrs. Eleanor (née Elkins)",50,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US",4,
"and maid, Miss Amalie Henriette ""Emily"" Gieger",35,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US",4,
"Widener, Mr. Harry Elkins",27,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US",,
"Willard, Miss Constance",21,"Duluth, Minnesota, US",Southampton,"Duluth, Minnesota, US",8,
"Williams, Mr. Charles Duane",51,"Geneva, Switzerland",Cherbourg,"Radnor, Pennsylvania, US",,
"Williams, Mr. Richard Norris II",21,"Geneva, Switzerland",Cherbourg,"Radnor, Pennsylvania, US",A,
"Woolner, Mr. Hugh",45,"London, England, UK",Southampton,New York City,D,
"Wright, Mr. George",62,"Halifax, Nova Scotia, Canada",Southampton,"Halifax, Nova Scotia, Canada",,
"Young, Miss Marie Grice",36,New York City,Cherbourg,New York City,8,
"Abelson, Mr. Samuel",30,Russia,Cherbourg,"New York, New York, US",,
"Abelson, Mrs. Anna (née Wizosky?)",28,Russia,Cherbourg,"New York, New York, US",,
"Andrew, Mr. Edgar Samuel",17,"San Ambrosio, Córdoba, Argentina",Southampton,"Trenton, New Jersey, US",,
"Andrew, Mr. Frank Thomas",30,"Redruth, Cornwall, England",Southampton,"Houghton, Michigan, US",,
"Angle, Mr. William A.",32,"Warwick, Warwickshire, England",Southampton,New York City,,
"Angle, Mrs. Florence Agnes ""Mary"" (née Hughes)",36,"Warwick, Warwickshire, England",Southampton,New York City,11,
"Ashby, Mr. John",57,"West Hoboken, New Jersey, US",Southampton,"West Hoboken, New Jersey, US",,
"Bailey, Mr. Percy Andrew",18,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US",,
"Bainbrigge, Mr. Charles Robert",23,"Saint Peter Port, Guernsey, Channel Islands",Southampton,New York City,,
"Ball, Mrs. Ada E. (née Hall)",36,"Bristol, Avon, England",Southampton,"Jacksonville, Florida, US",10,
"Banfield, Mr. Frederick James",28,"Plymouth, Devon, England",Southampton,"Houghton, Michigan, US",,
"Bateman, Reverend Robert James",51,"Jacksonville, Florida, US",Southampton,"Jacksonville, Florida, US",,174MB
"Beane, Mr. Edward",32,New York City,Southampton,New York City,13,
Beane. Mrs. Ethel (née Clarke),19,"Norwich, Norfolk, England",Southampton,New York City,13,
"Beauchamp, Mr. Henry James",28,"London, England",Southampton,New York City,,194MB
"Becker, Mrs. Nellie E. (née Baumgardner)",35,"Guntur, Madras Province, British India[note 3]",Southampton,"Benton Harbor, Michigan, US",11,
"Becker, Miss Ruth Elizabeth",12,"Guntur, Madras Province, British India",Southampton,"Benton Harbor, Michigan, US",13,
"Becker, Miss Marion Louise",4,"Guntur, Madras Province, British India",Southampton,"Benton Harbor, Michigan, US",11,
"Becker, Master Richard Frederick",1,"Guntur, Madras Province, British India",Southampton,"Benton Harbor, Michigan, US",11,
"Beesley, Mr. Lawrence",34,"London, England",Southampton,"Toronto, Ontario, Canada",13,
"Bentham, Miss Lillian W.",19,"Rochester, New York, US",Southampton,"Rochester, New York, US",12,
"Berriman, Mr. William John",23,"St. Ives, Cornwall, England",Southampton,"Calumet, Michigan, US",,
"Botsford, Mr. William Hull",25,"Orange, New Jersey, US",Southampton,"Orange, New Jersey, US",,
"Bowenur, Mr. Solomon",42,"London, England",Southampton,New York City,,
"Bracken, Mr. James H.",29,"Lake Arthur, New Mexico, US",Southampton,"Lake Arthur, New Mexico, US",,
"Brailey, Mr. W. Theodore Ronald[56]",24,"London, England",Southampton,New York City,,
"Bricoux, Mr. Roger Marie[56]",20,"Monte Carlo, Monaco",Southampton,New York City,,
"Brito, Mr. José Joaquim",32,"Madeira, Portugal",Southampton,"São Paulo, Brazil",,
"Brown, Mr. Thomas William Solomon",60,"Cape Town, South Africa, UK[note 4]",Southampton,"Seattle, Washington, US",,
"Brown, Mrs. Elizabeth Catherine (née Ford)",40,"Cape Town, South Africa, UK",Southampton,"Seattle, Washington, US",14,
"Brown, Miss Edith Eileen",15,"Cape Town, South Africa, UK",Southampton,"Seattle, Washington, US",14,
"Bryhl, Mr. Kurt Arnold Gottfrid",25,"Skara, Västergötland, Sweden",Southampton,"Rockford, Illinois, US",,
"Bryhl, Miss Dagmar Jenny Ingeborg",20,"Skara, Västergötland, Sweden",Southampton,"Rockford, Illinois, US",12,
"Buss, Miss Kate",36,"Sittingbourne, Kent, England",Southampton,"San Francisco, US",9,
"Butler, Mr. Reginald Fenton",25,"Southsea, Hampshire, England",Southampton,New York City,,97MB
"Byles, Father Thomas Roussel Davids",42,"London, England",Southampton,"Jacksonville, Florida, US",,
"Byström, Miss Karolina",42,New York City,Southampton,New York City,?,
"Caldwell, Mr. Albert Francis",26,"Bangkok, Siam[note 5]",Southampton,"Roseville, Illinois, US",13,
"Caldwell, Mrs. Sylvia Mae (née Harbaugh)",28,"Bangkok, Siam",Southampton,"Roseville, Illinois, US",13,
"Caldwell, Master Alden Gates",10 mo.,"Bangkok, Siam",Southampton,"Roseville, Illinois, US",13,
"Cameron, Miss Clear Annie",35,"London, England",Southampton,"Mamaronek, New York, US",14,
"Campbell, Mr. William Henry[56]",21,"Belfast, Ireland",Belfast,New York City,,
"Carbines, Mr. William",19,"St. Ives, Cornwall, England",Southampton,"Houghton, Michigan, US",,18MB
"Carter, Father Ernest Courtenay",54,"London, England",Southampton,New York City,,
"Carter, Mrs. Lilian (née Hughes)",45,"London, England",Southampton,New York City,,
"Chapman, Mr. Charles Henry",52,"Bronx, New York, US",Southampton,"Bronx, New York, US",,130MB
"Chapman, Mr. John Henry",36,"Liskeard, Cornwall, England",Southampton,"Spokane, Washington, US",,17MB
"Chapman, Mrs. Sara Elizabeth (née Lawry)",28,"Liskeard, Cornwall, England",Southampton,"Spokane, Washington, US",,
"Christy, Mrs. Alice Frances",45,"London, England",Southampton,"Montreal, Quebec, Canada",12,
"Christy, Miss Rachel Julie Cohen",25,"London, England",Southampton,"Montreal, Quebec, Canada",12,
"Clarke, Mr. Charles Valentine",29,"Netley Abbey, Hampshire, England",Southampton,"San Francisco, California, US",,
"Clarke, Mrs. Ada Maria",28,"Netley Abbey, Hampshire, England",Southampton,"San Francisco, California, US",14,
"Clarke, Mr. John Frederick Preston[56]",30,"Liverpool, Merseyside, England",Southampton,New York City,,202MB
"Coleridge, Mr. Reginald Charles",29,"London, England",Southampton,"Detroit, Michigan, US",,
"Collander, Mr. Erik Gustaf",27,"Helsinki, Finland, Russian Empire[note 6]",Southampton,"Ashtabula, Ohio, US",,
"Collett, Mr. Sidney Clarence Stuart",25,"London, England",Southampton,"Port Byron, New York, US",9,
"Collyer, Mr. Harvey",31,"Bishopstoke, Hampshire, England",Southampton,"Payette, Idaho, US",,
"Collyer, Mrs. Charlotte Annie (née Tate)",31,"Bishopstoke, Hampshire, England",Southampton,"Payette, Idaho, US",14,
"Collyer, Miss Marjorie Charlotte ""Lottie""",8,"Bishopstoke, Hampshire, England",Southampton,"Payette, Idaho, US",14,
"Cook, Mrs. Selena (née Rogers)",22,"Oxford, Oxfordshire, England",Southampton,New York City,14,
"Corbett, Mrs. Irene (née Colvin)",30,"Provo, Utah, US",Southampton,"Provo, Utah, US",,
"Corey, Mrs. Mary Phyllis Elizabeth (née Miller)",30,"Pittsburgh, Pennsylvania, US",Southampton,"Pittsburgh, Pennsylvania, US",,
"Cotterill, Mr. Henry ""Harry""",20,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US",,
"Cunningham, Mr. Alfred Fleming[56]",21,"Belfast, Ireland",Belfast,New York City,,
"Davies, Mr. Charles Henry",21,"Lyndhurst, Hampshire, England",Southampton,"Eden, Manitoba, Canada",,
"Davies, Mrs. Elizabeth Agnes Mary (née White)",48,"St. Ives, Cornwall, England",Southampton,"Houghton, Michigan, US",14,
"Davies, Master John Morgan Jr.",8,"St. Ives, Cornwall, England",Southampton,"Houghton, Michigan, US",14,
"Davis, Miss Mary",28,"London, England",Southampton,"Tottenville, New York, US",13,
"Deacon, Mr. Percy William",20,"Fritham, Hampshire, England",Southampton,"Boston, Massachusetts, US",,
"del Carlo, Mr. Sebastiano",29,"Montecarlo, Lucca, Tuscany, Italy",Cherbourg,"Chicago, Illinois, US",,295MB
"del Carlo, Mrs. Argene (née Genovesi)[58][70]",24,"Montecarlo, Lucca, Tuscany, Italy",Cherbourg,"Chicago, Illinois, US",11,
"Denbuoy, Mr. Albert ""Herbert""",25,"Guernsey, Channel Islands",Southampton,"Elizabeth, New Jersey, US",,
"Dibden, Mr. William",18,"Lyndhurst, Hampshire, England",Southampton,"Eden, Manitoba, Canada",,
"Doling, Mrs. Ada Julia (née Bone)",34,"Southampton, Hampshire, England",Southampton,New York City,?,
"Doling, Miss Elsie",19,"Southampton, Hampshire, England",Southampton,New York City,?,
"Douton, Mr. William Joseph",55,"Rochester, New York, US",Southampton,"Rochester, New York, US",,
"Drew, Mr. James Vivian",42,"Greenport, New York, US",Southampton,"Greenport, New York, US",,
"Drew, Mrs. Lulu Thorne (née Christian)",34,"Greenport, New York, US",Southampton,"Greenport, New York, US",10,
"Drew, Master Marshall Brines",8,"Greenport, New York, US",Southampton,"Greenport, New York, US",10,
"Duran y More, Miss Florentina",30,"Barcelona, Spain",Cherbourg,"Havana, Cuba",12,
"Duran y More, Miss Asunción",27,"Barcelona, Spain",Cherbourg,"Havana, Cuba",12,
"Eitemiller, Mr. George Floyd",23,"London, England",Southampton,"Detroit, Michigan, US",,
"Enander, Mr. Ingvar",21,"GoteborgGöteborg, Västergötland, Sweden",Southampton,"Rockford, Illinois, US",,
"Fahlstrøm, Mr. Arne Joma",18,"Oslo, Norway",Southampton,"Bayonne, New Jersey, US",,
"Faunthorpe, Mr. Harry Bartram",40,"Liverpool, Merseyside, England",Southampton,"Philadelphia, Pennsylvania, US",,286MB
"Fillbrook, Mr. Joseph Charles",18,"Truro, Cornwall, England",Southampton,"Houghton, Michigan, US",,
"Fox, Mr. Stanley Hubert",38,"Rochester, New York, US",Southampton,"Rochester, New York, US",,236MB
"Frost, Mr. Anthony Wood ""Archie""[56]",37,"Belfast, Ireland",Belfast,New York City,,
"Funk, Miss Annie Clemmer",38,"Janjgir-Champa, British India, UK[note 3]",Southampton,"Bally, Pennsylvania, US",,
"Fynney, Mr. Joseph J.",35,"Liverpool, Merseyside, England",Southampton,"Montreal, Quebec, Canada",,322M
"Gale, Mr. Harry",38,"Harrowbarrow, Cornwall, England",Southampton,"Clear Creek, Colorado, US",,
"Gale, Mr. Shadrach",33,"Harrowbarrow, Cornwall, England",Southampton,"Clear Creek, Colorado, US",,
"Garside, Miss Ethel",34,"Liverpool, Merseyside, England",Southampton,"Brooklyn, New York, US",12,
"Gaskell, Mr. Alfred",18,"Liverpool, Merseyside, England",Southampton,"Montreal, Quebec, Canada",,
"Gavey, Mr. Laurence",26,"Guernsey, Channel Islands",Southampton,"Elizabeth, New Jersey, US",,
"Gilbert, Mr. William",47,"Carleens, Cornwall, England",Southampton,"Butte, Montana, US",,
"Giles, Mr. Edgar",21,"Porthleven, Cornwall, England",Southampton,"Camden, New Jersey, US",,
"Giles, Mr. Frederick Edward",20,"Porthleven, Cornwall, England",Southampton,"Camden, New Jersey, US",,
"Giles, Mr. Ralph",25,"London, England",Southampton,New York City,,297MB
"Gill, Mr. John William",24,"Clevedon, North Somerset England",Southampton,New York City,,155MB
"Gillespie, Mr. William Henry",34,"Abbeyleix, Laois, Ireland[note 1]",Southampton,"Vancouver, British Columbia, Canada",,
"Givard, Mr. Hans Kristensen",30,"Kølsen, Vorde Sogn, Denmark",Southampton,"San Francisco, California, US",,305MB
"Greenberg, Mr. Samuel",52,"Bronx, New York, US",Southampton,"Bronx, New York, US",,19MB
"Hale, Mr. Reginald",30,"Auburn, New York, US",Southampton,"Auburn, New York, US",,75MB
"HamalainenHämäläinen, Mrs. Anna (Anna Hamlin)",24,"Detroit, Michigan, US",Southampton,"Detroit, Michigan, US",4,
"HamalainenHämäläinen, Master Viljo Unto Johannes (William Hamlin)",1,"Detroit, Michigan, US",Southampton,"Detroit, Michigan, US",4,
"Harbeck, Mr. William H.",44,"Toledo, Ohio, US",Southampton,"Montreal, Quebec, Canada",,35MB
"Harper, The Reverend John",39,"London, England",Southampton,"Chicago, Illinois, US",,
"Harper, Miss Annie Jessie ""Nina""",6,"London, England",Southampton,"Chicago, Illinois, US",11,
"Harris, Mr. George",62,"London, England",Southampton,New York City,15,
"Harris, Mr. Walter",30,"London, England",Southampton,New York City,,
"Hart, Mr. Benjamin",47,"Ilford, Essex, England",Southampton,"Winnipeg, Manitoba, Canada",,
"Hart, Mrs. Esther Ada (née Bloomfield)",48,"Ilford, Essex, England",Southampton,"Winnipeg, Manitoba, Canada",14,
"Hart, Miss Eva Miriam",7,"Ilford, Essex, England",Southampton,"Winnipeg, Manitoba, Canada",14,
"Hartley, Mr. Wallace Henry[56]",33,"Dewsbury, West Yorkshire, England",Southampton,New York City,,224MB
"Herman, Mr. Samuel",49,"Yeovil, Somerset, England",Southampton,"Bernardsville, New Jersey, US",,
"Herman, Mrs. Jane (née Laver)",48,"Yeovil, Somerset, England",Southampton,"Bernardsville, New Jersey, US",9,
"Herman, Miss Alice",24,"Yeovil, Somerset, England",Southampton,"Bernardsville, New Jersey, US",9,
"Herman, Miss Kate",24,"Yeovil, Somerset, England",Southampton,"Bernardsville, New Jersey, US",9,
"Hewlett, Mrs. Mary Dunbar (née Kingcome)",56,"Lucknow, British India, UK[note 3]",Southampton,"Rapid City, South Dakota, US",13,
"Hickman, Mr. Lewis",30,"Fritham, Hampshire, England",Southampton,"The Pas, Manitoba, Canada",,256MB
"Hickman, Mr. Leonard Mark",24,"Fritham, Hampshire, England",Southampton,"Eden, Manitoba, Canada",,
"Hickman, Mr. Stanley George",20,"Fritham, Hampshire, England",Southampton,"The Pas, Manitoba, Canada",,
"Hiltunen, Miss Martta",18,"Joensuu, Finland, Russian Empire[note 6]",Southampton,"Detroit, Michigan, US",,
"Hocking, Mrs. Elizabeth ""Eliza"" (née Neads)",54,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US",4,
"Hocking, Mr. Richard George",23,"Akron, Ohio, US",Southampton,"Akron, Ohio, US",,
"Hocking, Miss Ellen ""Nellie""",20,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US",4,
"Hocking, Mr. Samuel James Metcalfe",36,"Devonport, Devon, England",Southampton,"Middletown, Connecticut, US",,
"Hodges, Mr. Henry Price",50,"Southampton, Hampshire, England",Southampton,"Boston, Massachusetts, US",,149MB
"Hold, Mr. Stephen",44,"Porthoustock, Cornwall, England",Southampton,"Sacramento, California, US",,
"Hold, Mrs. Annie Margaret (née Hill)",29,"Porthoustock, Cornwall, England",Southampton,"Sacramento, California, US",10,
"Hood, Mr. Ambrose Jr.",21,"Fritham, Hampshire, England",Southampton,"Manitoba, Canada",,
"Hosono, Mr. Masabumi",41,"Tokyo, Japan",Southampton,"Tokyo, Japan",10,
"Howard, Mr. Benjamin",63,"Swindon, Wiltshire, England",Southampton,"Idaho, US",,
"Howard, Mrs. Ellen Truelove (née Arman)",60,"Swindon, Wiltshire, England",Southampton,"Idaho, US",,
"Hume, Mr. John Law ""Jock""[56]",21,"Dumfries, Scotland",Southampton,New York City,,193MB
"Hunt, Mr. George Henry",33,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US",,
"Ilett, Miss Bertha",17,"Jersey, Channel Islands",Southampton,"Atlanta, Georgia, US",?,
"Jacobsohn, Mr. Sidney Samuel",40,"London, England",Southampton,"Montreal, Quebec, Canada",,
"Jacobsohn, Mrs. Amy Frances Christy (née Cohen)",24,"London, England",Southampton,"Montreal, Quebec, Canada",12,
"Jarvis, Mr. Denzil John",47,"Stoneygate, Leicestershire, England",Southampton,New York City,,
"Jefferys, Mr. Clifford Thomas",24,"Guernsey, Channel Islands",Southampton,"Elizabeth, New Jersey, US",,
"Jefferys, Mr. Ernest Wilifred",22,"Guernsey, Channel Islands",Southampton,"Elizabeth, New Jersey, US",,
"Jenkin, Mr. Stephen Curnow",32,"St. Ives, Cornwall, England",Southampton,"Houghton, Michigan, US",,
"Jerwan, Mrs. Marie Marthe (née Thuillard)",23,New York City,Southampton,New York City,11,
"Kantor, Mr. Sinai",34,"Vitebsk, Russian Empire",Southampton,"Bronx, New York, US",,283MB
"Kantor, Mrs. Miriam (née Sternin)",24,"Vitebsk, Russian Empire",Southampton,"Bronx, New York, US",12,
"Karnes, Mrs. Claire (née Bennett)",28,"Pittsburgh, Pennsylvania, US",Southampton,"Pittsburgh, Pennsylvania, US",,
"Keane, Mr. Daniel",35,"Limerick, Ireland[note 1]",Queenstown,"St. Louis, Missouri, US",,
"Keane, Miss Nora Agnes",46,"Castleconnell, Limerick, Ireland[note 1]",Queenstown,"Harrisburg, Pennsylvania, US",10,
"Kelly, Miss Florence ""Fannie""",45,"London, England",Southampton,New York City,9,
"Kirkland, Reverend Charles Leonard",52,"Glasgow, Scotland",Queenstown,"Tuxford, Saskatchewan, Canada",,
"Knight, Mr. Robert J.[56]",39,"Belfast, Ireland",Belfast,New York City,,
"Krins, Mr. Georges Alexandré[56]",23,"London, England",Southampton,New York City,,
"Kvillner, Mr. Johan Henrik Johannesson",31,"Trollhättan, Västergötland, Sweden",Southampton,"Arlington, Virginia, US",,165MB
"Lahtinen, Reverend William",35,"Minneapolis, Minnesota, US",Southampton,"Minneapolis, Minnesota, US",,
"Lahtinen, Mrs. Anna Amelia (née Sylfvén)",26,"Minneapolis, Minnesota, US",Southampton,"Minneapolis, Minnesota, US",,
"Lamb, Mr. John Joseph",30,"Glencree, Ireland[note 1]",Queenstown,"Providence, Rhode Island, US",,
"Laroche, Mr. Joseph Philippe Lemercier",25,"Paris, France",Cherbourg,"Cap-Haïtien, Haiti",,
"Laroche, Mrs. Juliette Marie Louise (née Lafargue)[58][71]",22,"Paris, France",Cherbourg,"Cap-Haïtien, Haiti",14,
"Laroche, Miss Simoné Marie Anne Andrée",3,"Paris, France",Cherbourg,"Cap-Haïtien, Haiti",14,
"Laroche, Miss Louise Marguerite",1,"Paris, France",Cherbourg,"Cap-Haïtien, Haiti",14,
"Lehmann, Miss Bertha",17,"Lotzwil, Switzerland",Cherbourg,"Central City, Iowa, US",12,
"Leitch, Miss Jessie Wills",31,"London, England",Southampton,"Chicago, Illinois, US",11,
"Lemore, Mrs. Amelia ""Milley"" (née Hunt)",34,"Chicago, Illinois, US",Southampton,"Chicago, Illinois, US",14,
"Levy, Mr. René Jacques",36,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada",,
"Leyson, Mr. Robert William Norman",25,"London, England",Southampton,New York City,,108MB
"Linnane, Mr. John",61,"Chelsea, Michigan, US",Southampton,"Chelsea, Michigan, US",,
"Louch, Mr. Charles Alexander",50,"Weston-super-Mare, North Somerset, England",Southampton,New York City,,121MB
"Louch, Mrs. Alice Adelaide (née Slow)",42,"Weston-super-Mare, North Somerset, England",Southampton,New York City,14,
"Mack, Mrs. Mary (née Lacy)",57,"Southampton, Hampshire, England",Southampton,New York City,,52MB
"Malachard, Mr. Jean-Noël",25,"Paris, France",Cherbourg,New York City,,
"Mallet, Mr. Albert",31,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada",,
"Mallet, Mrs. Antoinette Marie (née Magnin)",24,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada",10,
"Mallet, Master André Clément",1,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada",10,
"Mangiavacchi, Mr. Serafino Emilio",30,"Paris, France",Cherbourg,New York City,,
"Matthews, Mr. William John",30,"St Austell, Cornwall, England",Southampton,"La Salle, Illinois, US",,
"Maybery, Mr. Frank Hubert",36,"Weston-super-Mare, North Somerset, England",Southampton,"Moose Jaw, Saskatchewan, Canada",,
"McCrae, Mr. Arthur Gordon",32,"Sydney, New South Wales, Australia",Southampton,Canada,,209MB
"McCrie, Mr. James Matthew",32,"Sarnia, Ontario, Canada",Southampton,"Sarnia, Ontario, Canada",,
"McKane, Mr. Peter David",46,"Guernsey, Channel Islands",Southampton,"Rochester, New York, US",,
"Mellinger, Mrs. Elizabeth Anne (née Maidment)",41,"Wimbledon, London, England",Southampton,"Bennington, Vermont, US",14,
"Mellinger, Miss Madeleine Violet",13,"Wimbledon, London, England",Southampton,"Bennington, Vermont, US",14,
"Mellors, Mr. William John",19,"Chelsea, London, England",Southampton,"Long Island, New York, US",B,
"Meyer, Mr. August",31,"Harrow, London, England",Southampton,New York City,,
"Milling, Mr. Jacob Christian",48,"Odense, Denmark",Southampton,"Oregon, Wisconsin, US",,271MB
"Mitchell, Mr. Henry Michael",71,"Guernsey, Channel Islands",Southampton,"Toledo, Ohio, US",,
"Montvila, Father Juozas",27,"London, England",Southampton,"Worcester, Massachusetts, US",,
"Moraweck, Dr. Ernest",54,"Frankfort, Kentucky, US",Southampton,"Frankfort, Kentucky, US",,
"Morley, Mr. Henry Samuel (alias Mr. Henry Marshall)",38,"Birmingham, Worcester, England",Southampton,"Los Angeles, US",,
"Mudd, Mr. Thomas Charles",16,"Huntingfield, Suffolk, England",Southampton,New York City,,
"Myles, Mr. Thomas Francis",63,"Fermoy, Ireland[note 1]",Queenstown,"Waban, Massachusetts, US",,
"Nassr Allah, Mr. Niqula Khalil",28,"Zahlé, Lebanon, Ottoman Empire[note 7]",Cherbourg,"Cleveland, Ohio, US",,43MB
"Nassr Allah, Mrs. Adal (née Akim)[58][72]",14,"Zahlé, Lebanon, Ottoman Empire",Cherbourg,"Cleveland, Ohio, US",?,
